emp_ID,dept_ID,job_level,gender,ethnicity,education,disability,age_group,years_at_org,salary,fte
8757,571,1,M,White,No degree,None,35-44,4.55,29,1
8758,571,1,M,White,Undergrad,None,45-54,17.85,29,1
8759,572,1,M,White,No degree,None,35-44,5.34,50,1
8760,572,1,M,White,No degree,Deaf or hard of hearing,35-44,2.46,45,1
8761,572,1,M,White,No degree,None,45-54,4.63,37,1
8762,572,1,M,Asian / Asian British,No degree,None,45-54,6.45,48,1
8763,572,1,M,White,No degree,None,25-34,5.35,52,1
8764,572,1,M,White,No degree,None,45-54,5.18,36,1
8765,572,1,F,Asian / Asian British,Undergrad,None,25-34,2.98,41,1
8766,572,1,M,Mixed / Multiple ethnic groups,No degree,None,35-44,6.21,33,1
8767,572,1,M,White,No degree,None,45-54,11.58,37,1
8768,572,1,F,White,No degree,None,35-44,3.69,34,1
8769,572,1,PN,White,No degree,None,35-44,4.76,36,1
8770,572,1,F,White,No degree,None,35-44,6.91,44,1
8771,573,1,F,White,No degree,None,25-34,4.6,24,1
8772,573,1,M,White,No degree,None,35-44,2.27,22,1
8773,573,1,M,White,No degree,None,55-64,4.66,28,1
8774,573,1,M,White,No degree,None,45-54,0.86,29,1
8775,573,1,M,White,No degree,None,35-44,4.79,31,1
8776,573,1,F,White,No degree,None,35-44,1.56,23,1
8777,573,1,M,White,No degree,None,35-44,5.42,29,1
8778,573,1,M,White,No degree,None,35-44,8.86,22,1
8779,573,1,M,Asian / Asian British,No degree,None,25-34,4.04,19,1
8780,573,1,F,White,No degree,None,55-64,14.15,25,1
8781,573,1,M,White,Undergrad,None,45-54,6.3,28,1
8782,573,1,M,White,Undergrad,None,35-44,3.15,22,1
8783,573,1,M,Asian / Asian British,No degree,None,25-34,5.33,26,1
8784,573,1,M,White,No degree,None,45-54,6.7,23,1
8785,573,1,M,Black / African / Caribbean / Black British,No degree,None,35-44,0.74,23,1
8786,573,1,M,Asian / Asian British,No degree,None,25-34,1.95,30,1
8787,573,1,F,White,No degree,None,55-64,9.01,34,1
8788,573,1,F,White,No degree,None,35-44,7.89,26,1
8789,574,1,F,White,No degree,None,35-44,6.9,19,1
8790,574,1,M,White,No degree,None,35-44,3.88,21,0.8
8791,574,1,F,Asian / Asian British,No degree,None,35-44,4.23,21,1
8792,574,1,M,White,Undergrad,None,55-64,4.95,19,1
8793,574,1,M,White,No degree,None,45-54,4.96,22,1
8794,574,1,M,White,No degree,None,35-44,8.96,22,1
8795,574,1,M,White,No degree,None,25-34,1.58,21,1
8796,574,1,F,White,Undergrad,None,35-44,8.25,21,1
8797,574,1,M,White,No degree,None,35-44,9.2,23,1
8798,574,1,M,White,No degree,None,25-34,4.09,20,1
8799,574,1,F,White,No degree,None,25-34,1.01,24,1
8800,574,1,F,White,No degree,Mental health conditions,35-44,3.7,18,1
8801,574,1,F,White,No degree,None,35-44,5.31,22,1
8802,574,1,F,White,No degree,None,25-34,3.82,23,1
8803,574,1,M,Asian / Asian British,No degree,None,35-44,13.67,23,1
8804,574,1,M,White,No degree,None,25-34,2.52,23,1
8805,574,1,M,Asian / Asian British,No degree,None,45-54,12.81,25,1
8806,574,1,F,Other ethnic group,No degree,None,25-34,4.52,19,1
8807,575,1,M,White,No degree,None,45-54,5.43,35,1
8808,575,1,F,Asian / Asian British,No degree,Mental health conditions,35-44,9.8,37,1
8809,575,1,M,White,No degree,None,25-34,5.92,37,1
8810,575,1,M,White,Undergrad,None,45-54,7.66,37,1
8811,575,1,F,White,No degree,None,25-34,5.66,39,1
8812,575,1,F,White,Undergrad,None,45-54,7.48,40,1
8813,575,1,F,Black / African / Caribbean / Black British,Undergrad,None,35-44,3.63,38,1
8814,575,1,M,White,Undergrad,None,45-54,3.89,38,1
8815,575,1,F,Asian / Asian British,No degree,None,55-64,4.94,37,1
8816,575,1,F,White,No degree,None,25-34,3.7,29,1
8817,575,1,M,Black / African / Caribbean / Black British,No degree,None,45-54,15.05,30,1
8818,575,1,M,White,No degree,None,25-34,4.74,34,1
8819,575,1,F,White,Undergrad,None,35-44,1.85,39,1
8820,575,1,M,White,Undergrad,None,35-44,2.84,42,1
8821,576,1,F,White,Undergrad,None,25-34,4.47,25,1
8822,576,1,F,White,No degree,None,25-34,5.15,33,1
8823,576,1,M,White,No degree,None,45-54,9.96,40,1
8824,576,1,F,White,No degree,None,35-44,2.84,31,1
8825,576,1,M,White,No degree,None,45-54,4.63,26,1
8826,576,1,M,White,Undergrad,None,55-64,20.06,27,1
8827,576,1,M,White,No degree,None,45-54,10.18,33,1
8828,576,1,F,White,No degree,None,25-34,4.91,31,1
8829,576,1,M,White,No degree,None,35-44,4.11,36,1
8830,576,1,M,White,Undergrad,None,35-44,2.08,36,1
8831,576,1,F,White,No degree,None,45-54,6.73,37,1
8832,576,1,F,White,No degree,None,35-44,2.05,38,1
8833,576,1,F,White,No degree,Deaf or hard of hearing,35-44,10.49,39,1
8834,577,1,M,White,Undergrad,None,45-54,3.98,34,1
8835,577,1,M,Asian / Asian British,No degree,Mental health conditions,35-44,8.22,37,1
8836,577,1,M,White,No degree,Intellectual disability,45-54,2.96,30,1
8837,577,1,M,White,No degree,None,35-44,3.59,27,1
8838,577,1,M,White,No degree,None,25-34,5.5,30,1
8839,577,1,M,White,Undergrad,None,35-44,1.55,33,1
8840,577,1,M,White,No degree,None,45-54,2.8,29,1
8841,577,1,M,White,No degree,Intellectual disability,25-34,5.35,34,1
8842,577,1,F,White,No degree,None,25-34,1.82,24,1
8843,577,1,M,White,No degree,Autism spectrum disorder,25-34,5.31,33,1
8844,577,1,M,White,No degree,None,35-44,6.81,35,1
8845,577,1,M,White,No degree,None,35-44,2.9,28,1
8846,578,1,F,Black / African / Caribbean / Black British,No degree,None,35-44,4.51,28,1
8847,578,1,F,White,Undergrad,None,25-34,1.76,33,1
8848,578,1,F,White,Undergrad,None,25-34,3.31,28,1
8849,578,1,F,White,No degree,None,25-34,2.3,26,1
8850,578,1,M,White,No degree,None,45-54,5.84,33,1
8851,578,1,M,Asian / Asian British,No degree,None,55-64,10.97,14,0.6
8852,578,1,M,White,No degree,None,35-44,13.49,26,1
8853,578,1,M,Asian / Asian British,No degree,None,35-44,3.65,41,1
8854,578,1,F,White,No degree,None,45-54,13.23,21,0.8
8855,578,1,F,White,No degree,Physical disability,35-44,8,30,1
8856,578,1,F,White,No degree,None,45-54,2.13,12,0.5
8857,579,1,F,White,No degree,None,45-54,4.62,33,1
8858,579,1,PN,White,No degree,None,35-44,3.81,24,1
8859,579,1,F,White,Undergrad,None,35-44,2.1,40,1
8860,579,1,F,White,No degree,None,35-44,7.59,30,1
8861,579,1,M,Asian / Asian British,No degree,None,35-44,2.18,27,1
8862,579,1,F,White,Undergrad,None,25-34,4.73,35,1
8863,579,1,F,White,No degree,None,35-44,6.77,35,1
8864,579,1,F,White,No degree,None,35-44,5.4,35,1
8865,579,1,M,White,Undergrad,Deaf or hard of hearing,45-54,12.02,28,1
8866,579,1,F,White,Undergrad,None,25-34,5.44,36,1
8867,579,1,M,White,No degree,None,<25,3.22,32,1
8868,579,1,F,White,Undergrad,None,25-34,2,36,1
8869,579,1,F,White,No degree,None,25-34,5.98,35,1
8870,579,1,F,White,Undergrad,None,35-44,4.91,33,1
8871,579,1,F,Black / African / Caribbean / Black British,No degree,None,25-34,4.62,34,1
8872,579,1,M,White,No degree,None,55-64,3.68,37,1
8873,579,1,F,White,No degree,None,35-44,3.24,35,1
8874,580,1,F,White,No degree,None,55-64,8.71,30,1
8875,580,1,F,Asian / Asian British,Undergrad,None,25-34,3.44,25,1
8876,580,1,M,Black / African / Caribbean / Black British,No degree,None,35-44,5.56,27,1
8877,580,1,F,White,No degree,None,25-34,5.61,27,1
8878,580,1,F,White,No degree,None,35-44,9.36,37,1
8879,580,1,F,Asian / Asian British,No degree,None,35-44,5.47,24,0.8
8880,580,1,F,Mixed / Multiple ethnic groups,Undergrad,None,35-44,2.74,32,1
8881,580,1,M,Black / African / Caribbean / Black British,Undergrad,None,25-34,3.55,33,1
8882,580,1,F,White,No degree,None,35-44,4.71,29,1
8883,580,1,F,White,No degree,None,35-44,8.1,29,1
8884,580,1,F,White,No degree,None,25-34,1.45,31,1
8885,580,1,F,Asian / Asian British,No degree,None,45-54,7,28,1
8886,580,1,F,White,No degree,None,25-34,2.62,24,0.8
8887,580,1,F,White,No degree,None,25-34,2.42,32,1
8888,580,1,F,White,No degree,None,35-44,3.29,24,1
8889,580,1,F,White,No degree,None,35-44,4.46,41,1
8890,581,1,M,White,No degree,None,35-44,4.65,22,1
8891,581,1,M,White,No degree,None,35-44,5.91,20,1
8892,581,1,F,White,No degree,None,25-34,4.24,23,1
8893,581,1,F,White,No degree,None,25-34,5.78,19,1
8894,581,1,M,White,No degree,None,35-44,10.3,20,1
8895,581,1,M,White,No degree,None,45-54,4.21,24,1
8896,581,1,M,Asian / Asian British,Undergrad,None,35-44,2.53,19,1
8897,581,1,M,White,Undergrad,None,35-44,4.7,18,1
8898,581,1,M,White,No degree,None,45-54,6.43,26,1
8899,581,1,M,White,No degree,None,45-54,5.45,24,1
8900,581,1,F,White,No degree,None,35-44,1.52,21,1
8901,581,1,F,White,No degree,None,35-44,2.35,20,1
8902,581,1,F,White,No degree,None,25-34,5.09,22,1
8903,581,1,M,White,Undergrad,None,35-44,5.39,24,1
8904,582,1,M,White,No degree,None,45-54,5.11,28,1
8905,582,1,M,White,No degree,None,35-44,4.82,17,0.7
8906,582,1,M,White,Undergrad,None,45-54,3.37,10,0.3
8907,582,1,F,White,No degree,None,25-34,5.87,26,1
8908,582,1,M,Asian / Asian British,Undergrad,None,55-64,9.13,26,1
8909,582,1,M,Asian / Asian British,No degree,None,35-44,5.18,33,1
8910,582,1,F,Black / African / Caribbean / Black British,No degree,None,25-34,1.31,25,1
8911,582,1,M,White,Undergrad,None,55-64,14.14,31,1
8912,582,1,M,White,No degree,None,35-44,6.46,27,1
8913,582,1,M,White,No degree,None,35-44,4.9,15,0.6
8914,582,1,F,White,No degree,None,55-64,3.72,26,1
8915,583,1,M,White,No degree,None,45-54,5.67,35,1
8916,583,1,M,White,No degree,None,25-34,1.08,34,1
8917,583,1,M,White,No degree,None,25-34,3.16,23,1
8918,583,1,F,White,No degree,None,25-34,5.69,28,1
8919,583,1,F,White,No degree,None,45-54,15.88,32,1
8920,583,1,M,White,Undergrad,Deaf or hard of hearing,45-54,19.26,36,1
8921,583,1,M,White,No degree,None,35-44,3.98,31,1
8922,583,1,M,White,No degree,None,35-44,5.12,38,1
8923,583,1,F,White,No degree,None,25-34,4.32,33,1
8924,583,1,M,White,No degree,None,45-54,3.09,47,1
8925,583,1,M,White,No degree,None,35-44,1.45,38,1
8926,583,1,F,White,No degree,None,55-64,5.21,28,1
8927,583,1,M,White,No degree,None,25-34,2.28,43,1
8928,583,1,M,White,No degree,None,25-34,5.39,43,1
8929,583,1,F,White,No degree,None,25-34,5.47,33,1
8930,583,1,M,White,No degree,None,35-44,3.4,34,1
8931,583,1,M,White,No degree,None,45-54,3.91,29,1
8932,583,1,M,White,No degree,Acquired brain injury,35-44,4.17,34,1
8933,583,1,F,White,No degree,None,35-44,4.17,35,1
8934,583,1,F,White,No degree,None,35-44,7.49,32,1
8935,584,1,M,White,Undergrad,None,45-54,2.82,22,1
8936,584,1,M,White,No degree,None,25-34,5.65,32,1
8937,584,1,F,Asian / Asian British,No degree,None,35-44,3.43,27,1
8938,584,1,M,Black / African / Caribbean / Black British,Undergrad,None,45-54,2.84,27,1
8939,584,1,M,White,No degree,None,35-44,8.54,35,1
8940,584,1,M,White,No degree,None,55-64,3.72,28,1
8941,584,1,PN,White,No degree,None,25-34,2.13,27,1
8942,584,1,M,White,No degree,None,25-34,5.32,30,1
8943,584,1,M,White,No degree,None,35-44,4.61,22,1
8944,584,1,F,White,No degree,None,55-64,9.97,29,1
8945,584,1,F,Black / African / Caribbean / Black British,Undergrad,None,35-44,1.72,26,1
8946,584,1,M,White,No degree,None,25-34,5.09,25,1
8947,584,1,F,Black / African / Caribbean / Black British,No degree,None,35-44,9.34,28,1
8948,584,1,M,Asian / Asian British,Undergrad,None,45-54,6.22,27,1
8949,584,1,F,Asian / Asian British,Undergrad,None,25-34,4.06,29,1
8950,584,1,F,White,Undergrad,None,35-44,3.95,29,1
8951,584,1,M,White,No degree,None,35-44,1.98,26,1
8952,585,1,F,White,No degree,None,35-44,5.01,6,0.2
8953,585,1,M,White,No degree,None,45-54,9.74,28,1
8954,585,1,M,White,No degree,None,35-44,6.94,32,1
8955,585,1,F,White,No degree,None,35-44,2.48,37,1
8956,585,1,M,White,Undergrad,None,35-44,2.76,36,1
8957,585,1,F,White,No degree,None,25-34,2.93,33,1
8958,585,1,F,White,No degree,None,35-44,3.24,25,1
8959,585,1,M,White,No degree,None,45-54,10.73,35,1
8960,585,1,F,White,No degree,None,25-34,1.16,36,1
8961,585,1,M,White,No degree,None,45-54,1.48,34,1
8962,585,1,M,White,No degree,None,35-44,4.03,43,1
8963,586,1,F,White,No degree,None,25-34,5.33,34,1
8964,586,1,M,White,Undergrad,None,35-44,7.02,26,1
8965,586,1,F,White,No degree,None,25-34,3.59,30,1
8966,586,1,F,White,No degree,None,25-34,5.76,25,1
8967,586,1,M,White,No degree,None,35-44,6.73,28,1
8968,586,1,F,White,No degree,None,35-44,5.27,32,1
8969,586,1,F,White,No degree,None,35-44,2.33,30,1
8970,586,1,M,White,No degree,None,25-34,1.31,29,1
8971,586,1,F,White,No degree,None,25-34,4.44,31,1
8972,586,1,M,White,No degree,None,25-34,3.42,30,1
8973,586,1,F,White,No degree,None,55-64,15.19,32,1
8974,586,1,F,White,No degree,None,25-34,5.93,32,1
8975,586,1,F,White,No degree,None,35-44,4.58,35,1
8976,586,1,F,White,No degree,None,25-34,4.93,38,1
8977,586,1,M,Asian / Asian British,No degree,None,35-44,4.84,32,1
8978,587,1,M,White,No degree,None,35-44,2.64,29,1
8979,587,1,M,White,Undergrad,None,35-44,4.07,30,1
8980,587,1,M,Other ethnic group,No degree,Acquired brain injury,35-44,4.12,38,1
8981,587,1,F,White,No degree,None,25-34,5.85,35,1
8982,587,1,M,White,No degree,Deaf or hard of hearing,25-34,2.64,41,1
8983,587,1,F,White,No degree,None,35-44,1.99,43,1
8984,587,1,M,White,Undergrad,None,35-44,6.19,30,1
8985,587,1,F,White,No degree,None,45-54,5.9,38,1
8986,587,1,F,White,No degree,None,25-34,3.18,37,1
8987,587,1,F,White,Undergrad,None,25-34,4.81,37,1
8988,587,1,F,White,No degree,None,45-54,5.41,38,1
8989,587,1,F,White,Undergrad,None,25-34,3.65,34,1
8990,587,1,F,White,No degree,None,25-34,3.12,38,1
8991,587,1,M,White,No degree,None,25-34,3.2,39,1
8992,587,1,M,White,Undergrad,None,25-34,4.26,42,1
8993,587,1,F,White,No degree,Physical disability,25-34,3.18,32,1
8994,588,1,F,White,No degree,None,35-44,2.47,33,1
8995,588,1,F,White,No degree,None,35-44,2.98,28,1
8996,588,1,F,White,No degree,None,25-34,3.46,28,1
8997,588,1,M,White,No degree,None,35-44,4.96,22,1
8998,588,1,F,White,Undergrad,None,25-34,4.63,24,1
8999,588,1,F,White,Undergrad,None,35-44,12.02,27,1
9000,588,1,F,White,No degree,None,35-44,4.97,31,1
9001,588,1,F,White,No degree,None,35-44,8.92,30,1
9002,588,1,F,White,No degree,None,25-34,5.71,38,1
9003,588,1,M,White,Undergrad,None,55-64,16.25,28,1
9004,588,1,F,Asian / Asian British,Undergrad,None,35-44,2.92,28,1
9005,588,1,M,White,Undergrad,None,35-44,3.11,27,1
9006,588,1,F,White,No degree,None,35-44,1.97,33,1
9007,588,1,M,Black / African / Caribbean / Black British,No degree,None,35-44,1.69,36,1
9008,588,1,M,White,No degree,None,35-44,3.55,28,1
9009,588,1,M,White,Undergrad,None,35-44,9.04,30,1
9010,588,1,M,White,No degree,None,35-44,2.24,35,1
9011,588,1,F,Black / African / Caribbean / Black British,No degree,None,45-54,5.24,25,1
9012,588,1,M,White,No degree,None,35-44,3.88,26,1
9013,589,1,F,Asian / Asian British,No degree,None,55-64,2.39,37,1
9014,589,1,F,White,No degree,None,35-44,3.66,41,1
9015,589,1,M,White,Undergrad,None,55-64,5.13,42,1
9016,589,1,F,White,No degree,None,45-54,7.53,32,1
9017,589,1,F,Asian / Asian British,No degree,Deaf or hard of hearing,55-64,17.91,30,1
9018,589,1,F,White,Undergrad,Deaf or hard of hearing,45-54,4.73,35,1
9019,589,1,M,Black / African / Caribbean / Black British,No degree,None,35-44,1.8,31,1
9020,589,1,F,White,No degree,None,45-54,9.37,35,1
9021,589,1,M,White,No degree,None,45-54,3.53,26,0.8
9022,589,1,M,White,Undergrad,None,35-44,7.24,34,1
9023,589,1,F,White,No degree,None,25-34,2.61,39,1
9024,589,1,F,White,No degree,None,25-34,2.03,31,1
9025,589,1,F,White,Undergrad,Physical disability,45-54,6.81,28,1
9026,590,1,M,White,No degree,None,25-34,3.21,40,1
9027,590,1,M,White,No degree,None,25-34,5.5,40,1
9028,590,1,M,White,No degree,None,35-44,5.09,46,1
9029,590,1,F,White,No degree,None,45-54,5.22,27,1
9030,590,1,M,White,No degree,None,25-34,1.03,40,1
9031,590,1,M,White,No degree,Physical disability,35-44,3.9,29,1
9032,590,1,F,White,No degree,None,35-44,3.53,33,1
9033,590,1,F,White,No degree,None,45-54,7.63,40,1
9034,590,1,F,White,No degree,None,25-34,5.86,39,1
9035,590,1,M,White,Undergrad,None,35-44,5.1,17,0.5
9036,590,1,M,White,Undergrad,None,45-54,10.26,34,1
9037,590,1,M,White,No degree,None,55-64,11.15,36,1
9038,590,1,M,White,No degree,None,45-54,6.63,45,1
9039,590,1,M,White,No degree,None,35-44,3.69,41,1
9040,591,1,F,White,No degree,None,45-54,14.29,32,1
9041,591,1,F,White,No degree,None,25-34,2.59,27,1
9042,591,1,M,White,Undergrad,None,25-34,3.86,28,1
9043,591,1,F,White,No degree,None,35-44,4.22,25,1
9044,591,1,M,White,Undergrad,None,45-54,11.94,8,0.2
9045,591,1,M,Black / African / Caribbean / Black British,No degree,None,35-44,6.01,25,1
9046,591,1,M,White,No degree,None,45-54,9.04,29,1
9047,591,1,F,White,No degree,None,25-34,2.72,28,1
9048,591,1,M,White,No degree,None,35-44,10.98,39,1
9049,591,1,M,Asian / Asian British,No degree,None,45-54,7.32,28,1
9050,591,1,M,White,No degree,None,35-44,8.1,30,1
9051,591,1,M,White,No degree,None,35-44,4.74,9,0.3
9052,591,1,F,White,No degree,None,35-44,5.17,25,1
9053,591,1,F,White,No degree,None,35-44,3.31,24,1
9054,591,1,M,White,No degree,None,25-34,0.45,24,0.8
9055,591,1,F,White,Undergrad,None,25-34,5.19,36,1
9056,591,1,M,White,Undergrad,None,25-34,5.13,30,1
9057,592,1,F,White,No degree,None,35-44,5.74,22,1
9058,592,1,M,White,No degree,None,35-44,0.41,8,0.3
9059,592,1,F,White,No degree,None,45-54,11.77,21,1
9060,592,1,F,Black / African / Caribbean / Black British,No degree,None,35-44,1.15,27,1
9061,592,1,F,White,No degree,None,35-44,2.4,28,1
9062,592,1,F,White,No degree,None,35-44,0.44,24,1
9063,592,1,F,White,Undergrad,None,25-34,5.56,21,1
9064,592,1,M,White,No degree,None,35-44,3.94,33,1
9065,592,1,F,White,Undergrad,None,35-44,6.53,24,1
9066,592,1,M,White,No degree,None,45-54,7.06,27,1
9067,592,1,M,White,Undergrad,None,45-54,12.19,23,1
9068,592,1,F,White,No degree,None,35-44,5.69,22,1
9069,592,1,M,Asian / Asian British,No degree,None,35-44,4.07,28,1
9070,592,1,F,White,No degree,Physical disability,25-34,2.99,22,1
9071,592,1,M,White,Undergrad,None,35-44,5.17,22,1
9072,592,1,M,Black / African / Caribbean / Black British,No degree,None,35-44,1.69,28,1
9073,593,1,M,White,No degree,None,35-44,2.73,17,1
9074,593,1,F,White,No degree,None,55-64,13.72,23,1
9075,593,1,M,White,No degree,None,35-44,5.67,22,1
9076,593,1,F,White,No degree,None,<25,3.54,24,1
9077,593,1,F,White,No degree,None,25-34,5.44,21,1
9078,593,1,M,White,No degree,None,45-54,7.27,19,1
9079,593,1,M,White,No degree,None,35-44,2.92,23,1
9080,593,1,M,White,No degree,None,25-34,1.59,22,1
9081,593,1,F,White,No degree,None,35-44,8.35,27,1
9082,593,1,F,White,No degree,None,25-34,5.81,20,1
9083,593,1,M,White,No degree,None,35-44,4.79,28,1
9084,593,1,F,Asian / Asian British,No degree,None,25-34,4.87,23,1
9085,593,1,M,White,No degree,None,35-44,3.5,20,1
9086,593,1,M,White,No degree,None,45-54,9.61,25,1
9087,593,1,F,White,No degree,None,35-44,5.64,24,1
9088,593,1,M,White,No degree,None,45-54,2.63,25,1
9089,594,1,M,White,Undergrad,None,35-44,3.79,26,1
9090,594,1,F,White,No degree,None,35-44,2.61,30,1
9091,594,1,M,White,Undergrad,None,45-54,2.27,31,1
9092,594,1,F,White,Undergrad,None,45-54,7.52,36,1
9093,594,1,F,White,Undergrad,None,25-34,5.54,24,1
9094,594,1,F,White,Undergrad,None,25-34,5.16,30,1
9095,594,1,M,White,No degree,None,45-54,4.48,32,1
9096,594,1,F,White,No degree,None,35-44,3.29,34,1
9097,594,1,M,White,No degree,None,35-44,3.19,31,1
9098,594,1,F,Asian / Asian British,No degree,None,35-44,12.84,33,1
9099,594,1,M,White,No degree,None,25-34,3.22,26,1
9100,594,1,M,White,Undergrad,None,35-44,2.76,37,1
9101,594,1,M,White,No degree,None,35-44,6.3,21,1
9102,595,1,F,White,No degree,None,35-44,1.99,18,1
9103,595,1,M,White,No degree,None,35-44,10,4,0.2
9104,595,1,F,White,No degree,None,35-44,10.56,25,1
9105,595,1,M,White,No degree,None,45-54,5.52,20,1
9106,595,1,F,White,No degree,None,35-44,4.3,29,1
9107,595,1,M,Asian / Asian British,No degree,None,45-54,7.77,25,1
9108,595,1,M,White,No degree,None,45-54,14.73,26,1
9109,595,1,F,White,No degree,None,35-44,4.3,25,1
9110,595,1,M,White,No degree,None,45-54,7.32,23,1
9111,595,1,F,White,No degree,None,25-34,3.59,19,1
9112,595,1,F,White,No degree,None,55-64,4.86,22,1
9113,595,1,M,White,No degree,None,25-34,2.02,25,1
9114,595,1,PN,White,Undergrad,None,35-44,5.18,25,1
9115,595,1,M,White,No degree,None,45-54,3.69,23,1
9116,595,1,F,Other ethnic group,No degree,None,35-44,4.64,23,1
9117,595,1,F,White,Undergrad,None,55-64,7.97,22,1
9118,595,1,M,White,No degree,None,45-54,5.82,25,1
9119,595,1,M,White,Undergrad,None,35-44,2.06,19,1
9120,596,1,F,Asian / Asian British,No degree,None,25-34,5.01,26,1
9121,596,1,M,White,No degree,None,35-44,6.07,26,1
9122,596,1,M,White,No degree,None,25-34,3.87,23,1
9123,596,1,F,White,No degree,None,25-34,3.36,33,1
9124,596,1,M,White,No degree,None,35-44,4.52,27,1
9125,596,1,F,White,No degree,None,25-34,2.69,29,1
9126,596,1,M,White,No degree,None,35-44,0.61,23,0.8
9127,596,1,F,White,Undergrad,None,25-34,4.49,35,1
9128,596,1,F,White,Undergrad,None,35-44,2.6,27,1
9129,596,1,F,White,No degree,None,25-34,3.27,32,1
9130,596,1,F,White,No degree,None,45-54,5.23,22,1
9131,596,1,M,White,No degree,None,35-44,11.15,30,1
9132,596,1,M,White,No degree,None,55-64,3.51,30,1
9133,597,1,M,White,No degree,None,45-54,20.34,25,1
9134,597,1,F,White,No degree,None,35-44,6.77,27,1
9135,597,1,F,White,No degree,None,25-34,3.82,34,1
9136,597,1,F,White,No degree,None,35-44,7.01,26,1
9137,597,1,M,White,No degree,None,45-54,7.44,31,1
9138,597,1,M,White,Undergrad,None,55-64,1.84,27,1
9139,597,1,M,White,Undergrad,None,55-64,6.63,29,1
9140,597,1,F,White,No degree,None,35-44,1.84,31,1
9141,597,1,M,White,No degree,None,45-54,16.9,24,1
9142,597,1,M,White,Undergrad,None,25-34,5.23,30,1
9143,597,1,F,White,Undergrad,None,25-34,2.36,36,1
9144,597,1,F,Asian / Asian British,No degree,None,25-34,2.29,33,1
9145,597,1,F,White,Undergrad,None,35-44,4.03,32,1
9146,597,1,F,White,No degree,None,35-44,3.66,25,1
9147,597,1,M,White,Undergrad,None,45-54,2.08,25,1
9148,597,1,F,White,Undergrad,None,25-34,3.04,34,1
9149,597,1,M,White,No degree,None,25-34,5.27,23,1
9150,597,1,M,White,No degree,Intellectual disability,35-44,2.94,25,1
9151,597,1,M,Black / African / Caribbean / Black British,Undergrad,None,25-34,1.95,28,1
9152,597,1,M,White,Undergrad,None,25-34,5.67,29,1
9153,598,1,F,White,Undergrad,None,35-44,7.84,34,1
9154,598,1,F,White,No degree,None,25-34,3.31,30,1
9155,598,1,M,White,Undergrad,None,45-54,20.64,5,0.2
9156,598,1,M,White,No degree,None,35-44,6.75,22,1
9157,598,1,M,White,No degree,None,25-34,2.52,28,1
9158,598,1,F,White,No degree,None,25-34,4.31,23,1
9159,598,1,M,White,No degree,None,55-64,22.46,24,0.8
9160,598,1,F,Asian / Asian British,No degree,None,25-34,2.96,22,1
9161,598,1,F,Asian / Asian British,No degree,None,25-34,1.99,27,1
9162,598,1,F,White,No degree,None,25-34,5.71,28,1
9163,598,1,M,White,No degree,None,45-54,4.87,29,1
9164,598,1,M,White,No degree,None,35-44,8.01,28,1
9165,598,1,F,White,No degree,None,35-44,1.6,32,1
9166,598,1,F,White,No degree,None,25-34,4.55,26,1
9167,598,1,M,White,Undergrad,None,25-34,5.7,26,1
9168,598,1,F,White,No degree,None,35-44,5.39,25,1
9169,599,1,M,White,No degree,None,35-44,7.99,39,1
9170,599,1,M,White,Undergrad,None,25-34,5.08,31,1
9171,599,1,M,White,No degree,None,45-54,8.73,48,1
9172,599,1,M,White,No degree,None,45-54,8.1,44,1
9173,599,1,M,White,No degree,None,35-44,5.11,26,1
9174,599,1,M,White,No degree,None,45-54,2.06,30,0.8
9175,599,1,F,White,No degree,None,45-54,4.44,46,1
9176,599,1,M,White,No degree,None,25-34,4.41,39,1
9177,599,1,M,Asian / Asian British,No degree,None,35-44,5.29,35,1
9178,599,1,F,White,No degree,None,35-44,4.37,40,1
9179,599,1,M,White,Undergrad,None,35-44,3.54,46,1
9180,599,1,M,White,No degree,None,35-44,3.12,34,1
9181,599,1,M,White,No degree,None,45-54,12.7,47,1
9182,599,1,F,White,No degree,None,45-54,6.97,30,1
9183,599,1,F,White,No degree,None,25-34,2.15,37,1
9184,599,1,F,Asian / Asian British,No degree,None,25-34,5.62,38,1
9185,600,1,M,White,Undergrad,None,45-54,10.39,25,1
9186,600,1,F,White,No degree,None,35-44,8.01,32,1
9187,600,1,PN,White,No degree,None,<25,2.74,25,1
9188,600,1,M,White,No degree,None,45-54,13.82,33,1
9189,600,1,M,White,No degree,None,35-44,2.52,23,1
9190,600,1,F,White,No degree,None,25-34,5.01,18,0.7
9191,600,1,M,White,No degree,None,45-54,8.18,33,1
9192,600,1,F,White,No degree,None,25-34,2.15,38,1
9193,600,1,F,White,No degree,None,25-34,5.28,32,1
9194,600,1,F,White,No degree,Physical disability,35-44,1.15,36,1
9195,600,1,M,White,Undergrad,None,35-44,1.34,30,1
9196,600,1,F,White,No degree,None,35-44,1.74,32,1
9197,600,1,M,White,No degree,None,35-44,4.6,6,0.2
9198,601,1,F,White,No degree,None,45-54,6.37,36,1
9199,601,1,F,White,No degree,None,35-44,0.92,43,1
9200,601,1,M,White,No degree,None,35-44,2.29,42,1
9201,601,1,PN,White,Undergrad,None,25-34,0.71,41,1
9202,601,1,F,Asian / Asian British,No degree,None,25-34,2.61,32,1
9203,601,1,M,White,Undergrad,None,35-44,5.22,34,1
9204,601,1,M,White,No degree,None,35-44,8.82,31,1
